county,city,office,district,candidate,party,votes
Waldo,SEARSMONT,President,,Gary Johnson,LBT,9
Waldo,SEARSPORT,President,,Gary Johnson,LBT,23
Waldo,STOCKTON SPRINGS,President,,Gary Johnson,LBT,15
Waldo,SWANVILLE,President,,Gary Johnson,LBT,35
Waldo,THORNDIKE,President,,Gary Johnson,LBT,5
Waldo,TROY,President,,Gary Johnson,LBT,4
Waldo,UNITY,President,,Gary Johnson,LBT,19
Waldo,WALDO,President,,Gary Johnson,LBT,8
Waldo,WINTERPORT,President,,Gary Johnson,LBT,25
Washington,ADDISON,President,,Gary Johnson,LBT,10
Washington,ALEXANDER,President,,Gary Johnson,LBT,1
Washington,BAILEYVILLE,President,,Gary Johnson,LBT,34
Washington,BARING PLT,President,,Gary Johnson,LBT,0
Washington,BEALS,President,,Gary Johnson,LBT,4
Washington,BEDDINGTON,President,,Gary Johnson,LBT,0
Washington,BEDDINGTON TWPS ,President,,Gary Johnson,LBT,0
Washington,BROOKTON TWP,President,,Gary Johnson,LBT,1
Washington,CALAIS,President,,Gary Johnson,LBT,12
Washington,CENTERVILLE TWP ,President,,Gary Johnson,LBT,0
Washington,CHARLOTTE,President,,Gary Johnson,LBT,5
Washington,CHERRYFIELD,President,,Gary Johnson,LBT,3
Washington,COLUMBIA,President,,Gary Johnson,LBT,5
Washington,COLUMBIA FALLS,President,,Gary Johnson,LBT,10
Washington,COOPER,President,,Gary Johnson,LBT,4
Washington,COOPER TWP ,President,,Gary Johnson,LBT,0
Washington,CRAWFORD,President,,Gary Johnson,LBT,0
Washington,CUTLER,President,,Gary Johnson,LBT,2
Washington,DANFORTH,President,,Gary Johnson,LBT,3
Washington,DEBLOIS,President,,Gary Johnson,LBT,0
Washington,DENNYSVILLE,President,,Gary Johnson,LBT,3
Washington,EAST MACHIAS,President,,Gary Johnson,LBT,7
Washington,EASTPORT,President,,Gary Johnson,LBT,42
Washington,EDMUNDS TWP,President,,Gary Johnson,LBT,8
Washington,GRAND LAKE STREAM PLT,President,,Gary Johnson,LBT,0
Washington,HARRINGTON,President,,Gary Johnson,LBT,2
Washington,INDIAN TOWNSHIP,President,,Gary Johnson,LBT,0
Washington,JONESBORO,President,,Gary Johnson,LBT,4
Washington,JONESPORT,President,,Gary Johnson,LBT,3
Washington,LUBEC,President,,Gary Johnson,LBT,6
Washington,MACHIAS,President,,Gary Johnson,LBT,13
Washington,MACHIASPORT,President,,Gary Johnson,LBT,2
Washington,MARSHFIELD,President,,Gary Johnson,LBT,4
Washington,MEDDYBEMPS,President,,Gary Johnson,LBT,1
Washington,MILBRIDGE,President,,Gary Johnson,LBT,7
Washington,NORTHFIELD,President,,Gary Johnson,LBT,0
Washington,PEMBROKE,President,,Gary Johnson,LBT,7
Washington,PERRY,President,,Gary Johnson,LBT,8
Washington,PLEASANT PT VOTING DIS,President,,Gary Johnson,LBT,3
Washington,PRINCETON,President,,Gary Johnson,LBT,6
Washington,ROBBINSTON,President,,Gary Johnson,LBT,7
Washington,ROQUE BLUFFS,President,,Gary Johnson,LBT,0
Washington,STEUBEN,President,,Gary Johnson,LBT,9
Washington,T10 SD ,President,,Gary Johnson,LBT,0
Washington,TALMADGE,President,,Gary Johnson,LBT,0
Washington,TOPSFIELD,President,,Gary Johnson,LBT,1
Washington,VANCEBORO,President,,Gary Johnson,LBT,2
Washington,WAITE,President,,Gary Johnson,LBT,2
Washington,WESLEY,President,,Gary Johnson,LBT,0
Washington,WESLEY TWPS ,President,,Gary Johnson,LBT,0
Washington,WHITING,President,,Gary Johnson,LBT,2
Washington,WHITNEYVILLE,President,,Gary Johnson,LBT,3
York,ACTON,President,,Gary Johnson,LBT,16
York,ALFRED,President,,Gary Johnson,LBT,13
York,ARUNDEL,President,,Gary Johnson,LBT,40
York,BERWICK,President,,Gary Johnson,LBT,48
York,BIDDEFORD,President,,Gary Johnson,LBT,127
York,BUXTON,President,,Gary Johnson,LBT,56
York,CORNISH,President,,Gary Johnson,LBT,8
York,DAYTON,President,,Gary Johnson,LBT,23
York,ELIOT,President,,Gary Johnson,LBT,47
York,HOLLIS,President,,Gary Johnson,LBT,44
York,KENNEBUNK,President,,Gary Johnson,LBT,64
York,KENNEBUNKPORT,President,,Gary Johnson,LBT,12
York,KITTERY,President,,Gary Johnson,LBT,63
York,LEBANON,President,,Gary Johnson,LBT,54
York,LIMERICK,President,,Gary Johnson,LBT,24
York,LIMINGTON,President,,Gary Johnson,LBT,32
York,LYMAN,President,,Gary Johnson,LBT,44
York,NEWFIELD,President,,Gary Johnson,LBT,12
York,NORTH BERWICK,President,,Gary Johnson,LBT,30
York,OGUNQUIT,President,,Gary Johnson,LBT,5
York,OLD ORCHARD BEACH,President,,Gary Johnson,LBT,46
York,PARSONSFIELD,President,,Gary Johnson,LBT,5
York,SACO,President,,Gary Johnson,LBT,109
York,SANFORD,President,,Gary Johnson,LBT,111
York,SHAPLEIGH,President,,Gary Johnson,LBT,16
York,SOUTH BERWICK,President,,Gary Johnson,LBT,61
York,WATERBORO,President,,Gary Johnson,LBT,57
York,WELLS,President,,Gary Johnson,LBT,44
York,YORK,President,,Gary Johnson,LBT,49
UOCAVA,,President,,Gary Johnson,LBT,58
Androscoggin,AUBURN,President,,Barack Obama,D,6503
Androscoggin,DURHAM,President,,Barack Obama,D,1137
Androscoggin,GREENE,President,,Barack Obama,D,1113
Androscoggin,LEEDS,President,,Barack Obama,D,609
Androscoggin,LEWISTON,President,,Barack Obama,D,9624
Androscoggin,LISBON,President,,Barack Obama,D,2381
Androscoggin,LIVERMORE,President,,Barack Obama,D,661
Androscoggin,LIVERMORE FALLS,President,,Barack Obama,D,845
Androscoggin,MECHANIC FALLS,President,,Barack Obama,D,753
Androscoggin,MINOT,President,,Barack Obama,D,704
Androscoggin,POLAND,President,,Barack Obama,D,1585
Androscoggin,SABATTUS,President,,Barack Obama,D,1294
Androscoggin,TURNER,President,,Barack Obama,D,1429
Androscoggin,WALES,President,,Barack Obama,D,351
Aroostook,ALLAGASH,President,,Barack Obama,D,79
Aroostook,AMITY,President,,Barack Obama,D,35
Aroostook,ASHLAND,President,,Barack Obama,D,327
Aroostook,BANCROFT,President,,Barack Obama,D,11
Aroostook,BLAINE,President,,Barack Obama,D,99
Aroostook,BRIDGEWATER,President,,Barack Obama,D,111
Aroostook,CARIBOU,President,,Barack Obama,D,1910
Aroostook,CARY PLT,President,,Barack Obama,D,39
Aroostook,CASTLE HILL,President,,Barack Obama,D,76
Aroostook,CASWELL,President,,Barack Obama,D,90
Aroostook,CHAPMAN,President,,Barack Obama,D,119
Aroostook,CONNOR TWP,President,,Barack Obama,D,111
Aroostook,CRYSTAL,President,,Barack Obama,D,51
Aroostook,CYR PLT,President,,Barack Obama,D,23
Aroostook,DYER BROOK,President,,Barack Obama,D,43
Aroostook,E TWP,President,,Barack Obama,D,9
Aroostook,EAGLE LAKE,President,,Barack Obama,D,253
Aroostook,EASTON,President,,Barack Obama,D,312
Aroostook,FORT FAIRFIELD,President,,Barack Obama,D,821
Aroostook,FORT KENT,President,,Barack Obama,D,1376
Aroostook,FORT KENT TWPS ,President,,Barack Obama,D,1
Aroostook,FRENCHVILLE,President,,Barack Obama,D,406
Aroostook,GARFIELD PLT,President,,Barack Obama,D,24
Aroostook,GLENWOOD PLT,President,,Barack Obama,D,2
Aroostook,GRAND ISLE,President,,Barack Obama,D,174
Aroostook,HAMLIN,President,,Barack Obama,D,62
Aroostook,HAMMOND,President,,Barack Obama,D,24
Aroostook,HAYNESVILLE,President,,Barack Obama,D,22
Aroostook,HERSEY,President,,Barack Obama,D,9
Aroostook,HODGDON,President,,Barack Obama,D,181
Aroostook,HOULTON,President,,Barack Obama,D,1133
Aroostook,ISLAND FALLS,President,,Barack Obama,D,189
Aroostook,LIMESTONE,President,,Barack Obama,D,511
Aroostook,LINNEUS,President,,Barack Obama,D,151
Aroostook,LITTLETON,President,,Barack Obama,D,171
Aroostook,LUDLOW,President,,Barack Obama,D,100
Aroostook,MACWAHOC PLT,President,,Barack Obama,D,18
Aroostook,MADAWASKA,President,,Barack Obama,D,1540
Aroostook,MADAWASKA LAKE TWP,President,,Barack Obama,D,46
Aroostook,MAPLETON,President,,Barack Obama,D,521
Aroostook,MARS HILL,President,,Barack Obama,D,276
Aroostook,MASARDIS,President,,Barack Obama,D,80
Aroostook,MERRILL,President,,Barack Obama,D,62
Aroostook,MONTICELLO,President,,Barack Obama,D,158
Aroostook,MORO PLT,President,,Barack Obama,D,1
Aroostook,MORO PLT TWPS ,President,,Barack Obama,D,0
Aroostook,NASHVILLE PLT,President,,Barack Obama,D,12
Aroostook,NEW CANADA,President,,Barack Obama,D,148
Aroostook,NEW LIMERICK,President,,Barack Obama,D,134
Aroostook,NEW SWEDEN,President,,Barack Obama,D,182
Aroostook,OAKFIELD,President,,Barack Obama,D,145
Aroostook,ORIENT,President,,Barack Obama,D,48
Aroostook,OXBOW PLT,President,,Barack Obama,D,11
Aroostook,PERHAM,President,,Barack Obama,D,88
Aroostook,PORTAGE LAKE,President,,Barack Obama,D,125
Aroostook,PRESQUE ISLE,President,,Barack Obama,D,2231
Aroostook,REED PLT,President,,Barack Obama,D,25
Aroostook,SAINT AGATHA,President,,Barack Obama,D,399
Aroostook,SAINT FRANCIS,President,,Barack Obama,D,172
Aroostook,SAINT JOHN PLT,President,,Barack Obama,D,80
Aroostook,SHERMAN,President,,Barack Obama,D,218
Aroostook,SMYRNA,President,,Barack Obama,D,55
Aroostook,STOCKHOLM,President,,Barack Obama,D,91
Aroostook,T11 R4 WELS ,President,,Barack Obama,D,0
Aroostook,T12 R13 ,President,,Barack Obama,D,2
Aroostook,T15 R6 WELS ,President,,Barack Obama,D,2
Aroostook,T15 R9 TWP ,President,,Barack Obama,D,1
Aroostook,TD R2 WELS ,President,,Barack Obama,D,3
Aroostook,VAN BUREN,President,,Barack Obama,D,684
Aroostook,VAN BUREN TWPS ,President,,Barack Obama,D,13
Aroostook,WADE,President,,Barack Obama,D,50
Aroostook,WALLAGRASS,President,,Barack Obama,D,204
Aroostook,WASHBURN,President,,Barack Obama,D,346
Aroostook,WESTFIELD,President,,Barack Obama,D,117
Aroostook,WESTMANLAND,President,,Barack Obama,D,21
Aroostook,WESTON,President,,Barack Obama,D,50
Aroostook,WINTERVILLE PLT,President,,Barack Obama,D,78
Aroostook,WOODLAND,President,,Barack Obama,D,285
Cumberland,BALDWIN,President,,Barack Obama,D,354
Cumberland,BRIDGTON,President,,Barack Obama,D,1501
Cumberland,BRUNSWICK,President,,Barack Obama,D,7900
Cumberland,CAPE ELIZABETH,President,,Barack Obama,D,4018
Cumberland,CASCO,President,,Barack Obama,D,993
Cumberland,CHEBEAGUE ISLAND,President,,Barack Obama,D,216
Cumberland,CUMBERLAND,President,,Barack Obama,D,2619
Cumberland,FALMOUTH,President,,Barack Obama,D,4150
Cumberland,FREEPORT,President,,Barack Obama,D,3266
Cumberland,FRYE ISLAND,President,,Barack Obama,D,17
Cumberland,GORHAM,President,,Barack Obama,D,5123
Cumberland,GRAY,President,,Barack Obama,D,2260
Cumberland,HARPSWELL,President,,Barack Obama,D,1940
Cumberland,HARRISON,President,,Barack Obama,D,737
Cumberland,LONG ISLAND,President,,Barack Obama,D,132
Cumberland,NAPLES,President,,Barack Obama,D,1057
Cumberland,NEW GLOUCESTER,President,,Barack Obama,D,1565
Cumberland,NORTH YARMOUTH,President,,Barack Obama,D,1418
Cumberland,PORTLAND,President,,Barack Obama,D,27739
Cumberland,POWNAL,President,,Barack Obama,D,550
Cumberland,RAYMOND,President,,Barack Obama,D,1426
Cumberland,SCARBOROUGH,President,,Barack Obama,D,6351
Cumberland,SEBAGO,President,,Barack Obama,D,516
Cumberland,SOUTH PORTLAND,President,,Barack Obama,D,9958
Cumberland,STANDISH,President,,Barack Obama,D,2554
Cumberland,WESTBROOK,President,,Barack Obama,D,5528
Cumberland,WINDHAM,President,,Barack Obama,D,4704
Cumberland,YARMOUTH,President,,Barack Obama,D,3358
Franklin,AVON,President,,Barack Obama,D,127
Franklin,CARRABASSETT VALLEY,President,,Barack Obama,D,295
Franklin,CARTHAGE,President,,Barack Obama,D,139
Franklin,CHESTERVILLE,President,,Barack Obama,D,399
Franklin,COPLIN PLT,President,,Barack Obama,D,42
Franklin,DALLAS PLT,President,,Barack Obama,D,127
Franklin,EUSTIS,President,,Barack Obama,D,189
Franklin,EUSTIS FRA TWPS ,President,,Barack Obama,D,2
Franklin,FARMINGTON,President,,Barack Obama,D,2441
Franklin,FREEMAN TWP ,President,,Barack Obama,D,68
Franklin,INDUSTRY,President,,Barack Obama,D,238
Franklin,JAY,President,,Barack Obama,D,1615
Franklin,KINGFIELD,President,,Barack Obama,D,331
Franklin,LANG TWP ,President,,Barack Obama,D,0
Franklin,MADRID TWP ,President,,Barack Obama,D,52
Franklin,NEW SHARON,President,,Barack Obama,D,433
Franklin,NEW VINEYARD,President,,Barack Obama,D,191
Franklin,PHILLIPS,President,,Barack Obama,D,249
Franklin,RANGELEY,President,,Barack Obama,D,334
Franklin,RANGELEY OXF TWPS ,President,,Barack Obama,D,7
Franklin,RANGELEY PLT,President,,Barack Obama,D,64
Franklin,SANDY RIVER PLT,President,,Barack Obama,D,52
Franklin,STRONG,President,,Barack Obama,D,337
Franklin,TEMPLE,President,,Barack Obama,D,216
Franklin,WELD,President,,Barack Obama,D,149
Franklin,WELD TWPS ,President,,Barack Obama,D,5
Franklin,WILTON,President,,Barack Obama,D,1251
Franklin,WILTON TWPS ,President,,Barack Obama,D,14
Hancock,AMHERST,President,,Barack Obama,D,69
Hancock,AURORA,President,,Barack Obama,D,18
Hancock,AURORA TWPS ,President,,Barack Obama,D,0
Hancock,BAR HARBOR,President,,Barack Obama,D,2142
Hancock,BLUE HILL,President,,Barack Obama,D,1125
Hancock,BROOKLIN,President,,Barack Obama,D,368
Hancock,BROOKSVILLE,President,,Barack Obama,D,418
Hancock,BUCKSPORT,President,,Barack Obama,D,1358
Hancock,CASTINE,President,,Barack Obama,D,338
Hancock,CRANBERRY ISLES,President,,Barack Obama,D,102
Hancock,DEDHAM,President,,Barack Obama,D,534
Hancock,DEER ISLE,President,,Barack Obama,D,726
Hancock,EASTBROOK,President,,Barack Obama,D,90
Hancock,ELLSWORTH,President,,Barack Obama,D,1952
Hancock,FLETCHERS LANDING TWP (T8 SD) ,President,,Barack Obama,D,19
Hancock,FRANKLIN,President,,Barack Obama,D,354
Hancock,FRANKLIN TWPS ,President,,Barack Obama,D,2
Hancock,FRENCHBORO,President,,Barack Obama,D,21
Hancock,GOULDSBORO,President,,Barack Obama,D,494
Hancock,GREAT POND,President,,Barack Obama,D,15
Hancock,GREAT POND TWPS ,President,,Barack Obama,D,2
Hancock,HANCOCK,President,,Barack Obama,D,596
Hancock,LAMOINE,President,,Barack Obama,D,527
Hancock,MARIAVILLE,President,,Barack Obama,D,123
Hancock,MOUNT DESERT,President,,Barack Obama,D,911
Hancock,ORLAND,President,,Barack Obama,D,717
Hancock,OSBORN,President,,Barack Obama,D,9
Hancock,OTIS,President,,Barack Obama,D,144
Hancock,PENOBSCOT,President,,Barack Obama,D,467
Hancock,SEDGWICK,President,,Barack Obama,D,447
Hancock,SORRENTO,President,,Barack Obama,D,104
Hancock,SOUTHWEST HARBOR,President,,Barack Obama,D,653
Hancock,STONINGTON,President,,Barack Obama,D,407
Hancock,SULLIVAN,President,,Barack Obama,D,352
Hancock,SURRY,President,,Barack Obama,D,538
Hancock,SWANS ISLAND,President,,Barack Obama,D,94
Hancock,T3 ND ,President,,Barack Obama,D,2
Hancock,T7 SD ,President,,Barack Obama,D,0
Hancock,TREMONT,President,,Barack Obama,D,550
Hancock,TRENTON,President,,Barack Obama,D,436
Hancock,VERONA ISLAND,President,,Barack Obama,D,166
Hancock,WALTHAM,President,,Barack Obama,D,67
Hancock,WINTER HARBOR,President,,Barack Obama,D,112
Kennebec,ALBION,President,,Barack Obama,D,429
Kennebec,AUGUSTA,President,,Barack Obama,D,5220
Kennebec,BELGRADE,President,,Barack Obama,D,952
Kennebec,BENTON,President,,Barack Obama,D,731
Kennebec,CHELSEA,President,,Barack Obama,D,693
Kennebec,CHINA,President,,Barack Obama,D,1121
Kennebec,CLINTON,President,,Barack Obama,D,817
Kennebec,FARMINGDALE,President,,Barack Obama,D,886
Kennebec,FAYETTE,President,,Barack Obama,D,432
Kennebec,GARDINER,President,,Barack Obama,D,1702
Kennebec,HALLOWELL,President,,Barack Obama,D,1090
Kennebec,LITCHFIELD,President,,Barack Obama,D,919
Kennebec,MANCHESTER,President,,Barack Obama,D,831
Kennebec,MONMOUTH,President,,Barack Obama,D,1162
Kennebec,MOUNT VERNON,President,,Barack Obama,D,517
Kennebec,OAKLAND,President,,Barack Obama,D,1686
Kennebec,PITTSTON,President,,Barack Obama,D,779
Kennebec,RANDOLPH,President,,Barack Obama,D,536
Kennebec,READFIELD,President,,Barack Obama,D,862
Kennebec,ROME,President,,Barack Obama,D,314
Kennebec,SIDNEY,President,,Barack Obama,D,1120
Kennebec,VASSALBORO,President,,Barack Obama,D,1224
Kennebec,VIENNA,President,,Barack Obama,D,205
Kennebec,WATERVILLE,President,,Barack Obama,D,4693
Kennebec,WAYNE,President,,Barack Obama,D,450
Kennebec,WEST GARDINER,President,,Barack Obama,D,1004
Kennebec,WINDSOR,President,,Barack Obama,D,610
Kennebec,WINSLOW,President,,Barack Obama,D,2206
Kennebec,WINTHROP,President,,Barack Obama,D,1877
Knox,APPLETON,President,,Barack Obama,D,435
Knox,CAMDEN,President,,Barack Obama,D,2201
Knox,CRIEHAVEN TWP ,President,,Barack Obama,D,1
Knox,CUSHING,President,,Barack Obama,D,422
Knox,FRIENDSHIP,President,,Barack Obama,D,321
Knox,HOPE,President,,Barack Obama,D,545
Knox,ISLE AU HAUT,President,,Barack Obama,D,48
Knox,MATINICUS ISLE PLT,President,,Barack Obama,D,33
Knox,NORTH HAVEN,President,,Barack Obama,D,199
Knox,OWLS HEAD,President,,Barack Obama,D,560
Knox,ROCKLAND,President,,Barack Obama,D,2198
Knox,ROCKPORT,President,,Barack Obama,D,1291
Knox,SAINT GEORGE,President,,Barack Obama,D,980
Knox,SOUTH THOMASTON,President,,Barack Obama,D,507
Knox,THOMASTON,President,,Barack Obama,D,860
Knox,UNION,President,,Barack Obama,D,712
Knox,VINALHAVEN,President,,Barack Obama,D,519
Knox,WARREN,President,,Barack Obama,D,961
Knox,WASHINGTON,President,,Barack Obama,D,430
Lincoln,ALNA,President,,Barack Obama,D,271
Lincoln,BOOTHBAY,President,,Barack Obama,D,1099
Lincoln,BOOTHBAY HARBOR,President,,Barack Obama,D,754
Lincoln,BREMEN,President,,Barack Obama,D,293
Lincoln,BRISTOL,President,,Barack Obama,D,1049
Lincoln,DAMARISCOTTA,President,,Barack Obama,D,771
Lincoln,DRESDEN,President,,Barack Obama,D,544
Lincoln,EDGECOMB,President,,Barack Obama,D,418
Lincoln,JEFFERSON,President,,Barack Obama,D,676
Lincoln,MONHEGAN PLT,President,,Barack Obama,D,49
Lincoln,NEWCASTLE,President,,Barack Obama,D,744
Lincoln,NOBLEBORO,President,,Barack Obama,D,622
Lincoln,SOMERVILLE,President,,Barack Obama,D,136
Lincoln,SOUTH BRISTOL,President,,Barack Obama,D,376
Lincoln,SOUTHPORT,President,,Barack Obama,D,207
Lincoln,WALDOBORO,President,,Barack Obama,D,1323
Lincoln,WESTPORT ISLAND,President,,Barack Obama,D,254
Lincoln,WHITEFIELD,President,,Barack Obama,D,693
Lincoln,WISCASSET,President,,Barack Obama,D,1036
Oxford,ALBANY TWP,President,,Barack Obama,D,169
Oxford,ANDOVER,President,,Barack Obama,D,255
Oxford,ANDOVER TWPS ,President,,Barack Obama,D,0
Oxford,BETHEL,President,,Barack Obama,D,911
Oxford,BROWNFIELD,President,,Barack Obama,D,445
Oxford,BUCKFIELD,President,,Barack Obama,D,518
Oxford,BYRON,President,,Barack Obama,D,39
Oxford,CANTON,President,,Barack Obama,D,260
Oxford,DENMARK,President,,Barack Obama,D,318
Oxford,DIXFIELD,President,,Barack Obama,D,750
Oxford,FRYEBURG,President,,Barack Obama,D,920
Oxford,GILEAD,President,,Barack Obama,D,68
Oxford,GREENWOOD,President,,Barack Obama,D,244
Oxford,HANOVER,President,,Barack Obama,D,88
Oxford,HARTFORD,President,,Barack Obama,D,307
Oxford,HEBRON,President,,Barack Obama,D,360
Oxford,HIRAM,President,,Barack Obama,D,379
Oxford,LINCOLN PLT,President,,Barack Obama,D,14
Oxford,LOVELL,President,,Barack Obama,D,333
Oxford,MAGALLOWAY PLT,President,,Barack Obama,D,3
Oxford,MEXICO,President,,Barack Obama,D,894
Oxford,MILTON TWP ,President,,Barack Obama,D,45
Oxford,NEWRY,President,,Barack Obama,D,127
Oxford,NORWAY,President,,Barack Obama,D,1351
Oxford,OTISFIELD,President,,Barack Obama,D,517
Oxford,OXFORD,President,,Barack Obama,D,1049
Oxford,PARIS,President,,Barack Obama,D,1345
Oxford,PERU,President,,Barack Obama,D,520
Oxford,PORTER,President,,Barack Obama,D,371
Oxford,ROXBURY,President,,Barack Obama,D,151
Oxford,RUMFORD,President,,Barack Obama,D,1671
Oxford,STONEHAM,President,,Barack Obama,D,90
Oxford,STOW,President,,Barack Obama,D,122
Oxford,SUMNER,President,,Barack Obama,D,271
Oxford,SWEDEN,President,,Barack Obama,D,125
Oxford,UPTON,President,,Barack Obama,D,24
Oxford,WATERFORD,President,,Barack Obama,D,455
Oxford,WEST PARIS,President,,Barack Obama,D,470
Oxford,WOODSTOCK,President,,Barack Obama,D,351
Penobscot,ALTON,President,,Barack Obama,D,225
Penobscot,ARGYLE TWP ,President,,Barack Obama,D,38
Penobscot,BANGOR,President,,Barack Obama,D,8781
Penobscot,BRADFORD,President,,Barack Obama,D,251
Penobscot,BRADLEY,President,,Barack Obama,D,439
Penobscot,BREWER,President,,Barack Obama,D,2450
Penobscot,BURLINGTON,President,,Barack Obama,D,67
Penobscot,CARMEL,President,,Barack Obama,D,579
Penobscot,CARROLL PLT,President,,Barack Obama,D,29
Penobscot,CHARLESTON,President,,Barack Obama,D,186
Penobscot,CHESTER,President,,Barack Obama,D,103
Penobscot,CLIFTON,President,,Barack Obama,D,221
Penobscot,CORINNA,President,,Barack Obama,D,414
Penobscot,CORINTH,President,,Barack Obama,D,477
Penobscot,DEXTER,President,,Barack Obama,D,745
Penobscot,DIXMONT,President,,Barack Obama,D,323
Penobscot,DREW PLT,President,,Barack Obama,D,7
Penobscot,EAST MILLINOCKET,President,,Barack Obama,D,483
Penobscot,EAST MILLINOCKET ARO TWPS ,President,,Barack Obama,D,1
Penobscot,EAST MILLINOCKET PEN TWPS ,President,,Barack Obama,D,2
Penobscot,EDDINGTON,President,,Barack Obama,D,557
Penobscot,EDINBURG,President,,Barack Obama,D,41
Penobscot,ENFIELD,President,,Barack Obama,D,356
Penobscot,ETNA,President,,Barack Obama,D,256
Penobscot,EXETER,President,,Barack Obama,D,220
Penobscot,GARLAND,President,,Barack Obama,D,246
Penobscot,GLENBURN,President,,Barack Obama,D,1136
Penobscot,GREENBUSH,President,,Barack Obama,D,253
Penobscot,GREENFIELD TWP ,President,,Barack Obama,D,37
Penobscot,HAMPDEN,President,,Barack Obama,D,2013
Penobscot,HERMON,President,,Barack Obama,D,1250
Penobscot,HOLDEN,President,,Barack Obama,D,827
Penobscot,HOWLAND,President,,Barack Obama,D,342
Penobscot,HUDSON,President,,Barack Obama,D,278
Penobscot,KENDUSKEAG,President,,Barack Obama,D,279
Penobscot,KINGMAN TWP,President,,Barack Obama,D,21
Penobscot,LAGRANGE,President,,Barack Obama,D,139
Penobscot,LAKEVILLE,President,,Barack Obama,D,37
Penobscot,LEE,President,,Barack Obama,D,160
Penobscot,LEVANT,President,,Barack Obama,D,538
Penobscot,LINCOLN,President,,Barack Obama,D,977
Penobscot,LOWELL,President,,Barack Obama,D,71
Penobscot,MATTAMISCONTIS TWP ,President,,Barack Obama,D,11
Penobscot,MATTAWAMKEAG,President,,Barack Obama,D,176
Penobscot,MATTAWAMKEAG TWPS ,President,,Barack Obama,D,16
Penobscot,MAXFIELD,President,,Barack Obama,D,22
Penobscot,MEDWAY,President,,Barack Obama,D,285
Penobscot,MEDWAY ARO TWPS ,President,,Barack Obama,D,4
Penobscot,MEDWAY PEN TWPS ,President,,Barack Obama,D,16
Penobscot,MILFORD,President,,Barack Obama,D,828
Penobscot,MILLINOCKET,President,,Barack Obama,D,1317
Penobscot,MILLINOCKET PEN TWPS ,President,,Barack Obama,D,69
Penobscot,MILLINOCKET PIS TWPS ,President,,Barack Obama,D,19
Penobscot,MOUNT CHASE,President,,Barack Obama,D,36
Penobscot,NEWBURGH,President,,Barack Obama,D,395
Penobscot,NEWPORT,President,,Barack Obama,D,684
Penobscot,OLD TOWN,President,,Barack Obama,D,2340
Penobscot,ORONO,President,,Barack Obama,D,3761
Penobscot,ORRINGTON,President,,Barack Obama,D,986
Penobscot,PASSADUMKEAG,President,,Barack Obama,D,70
Penobscot,PATTEN,President,,Barack Obama,D,223
Penobscot,PENOB NAT VOTING DIS,President,,Barack Obama,D,252
Penobscot,PLYMOUTH,President,,Barack Obama,D,265
Penobscot,PRENTISS TWP,President,,Barack Obama,D,26
Penobscot,SEBOEIS PLT,President,,Barack Obama,D,16
Penobscot,SPRINGFIELD,President,,Barack Obama,D,52
Penobscot,STACYVILLE,President,,Barack Obama,D,72
Penobscot,STETSON,President,,Barack Obama,D,294
